time,milliseconds,measurement,value,field,type,host,device,platform
15:46:17:290,65,IMU,48,ax,acceleration,Name,Device1,Android
15:46:17:290,65,IMU,922,ay,acceleration,Name,Device1,Android
15:46:17:290,65,IMU,-266,az,acceleration,Name,Device1,Android
15:46:17:317,92,IMU,48,ax,acceleration,Name,Device1,Android
15:46:17:317,92,IMU,922,ay,acceleration,Name,Device1,Android
15:46:17:317,92,IMU,-266,az,acceleration,Name,Device1,Android
15:46:17:331,106,IMU,66,ax,acceleration,Name,Device1,Android
15:46:17:331,106,IMU,914,ay,acceleration,Name,Device1,Android
15:46:17:331,106,IMU,-268,az,acceleration,Name,Device1,Android
15:46:17:353,128,IMU,9,gx,gyration,Name,Device1,Android
15:46:17:353,128,IMU,-2,gy,gyration,Name,Device1,Android
15:46:17:353,128,IMU,-2,gz,gyration,Name,Device1,Android
15:46:17:376,151,IMU,1277,mx,magnet,Name,Device1,Android
15:46:17:376,151,IMU,-5650,my,magnet,Name,Device1,Android
15:46:17:376,151,IMU,3692,mz,magnet,Name,Device1,Android
15:46:17:399,174,IMU,25,ax,acceleration,Name,Device1,Android
15:46:17:399,174,IMU,922,ay,acceleration,Name,Device1,Android
15:46:17:399,174,IMU,-276,az,acceleration,Name,Device1,Android
15:46:17:421,196,IMU,9,gx,gyration,Name,Device1,Android
15:46:17:421,196,IMU,-1,gy,gyration,Name,Device1,Android
15:46:17:421,196,IMU,0,gz,gyration,Name,Device1,Android
15:46:17:443,218,IMU,1262,mx,magnet,Name,Device1,Android
15:46:17:443,218,IMU,-5646,my,magnet,Name,Device1,Android
15:46:17:443,218,IMU,3704,mz,magnet,Name,Device1,Android
15:46:17:468,244,sensor,158,a0,adc,Name,Device1,Android
15:46:17:488,263,battery,89,b,battery,Name,Device1,Android
15:46:17:511,286,IMU,-154,ax,acceleration,Name,Device1,Android
15:46:17:511,286,IMU,868,ay,acceleration,Name,Device1,Android
15:46:17:511,286,IMU,-309,az,acceleration,Name,Device1,Android
15:46:17:533,308,environment,24.45,temp,device,Name,Device1,Android
15:46:17:533,308,environment,32.74,hum,device,Name,Device1,Android
15:46:17:533,308,environment,413.08,alt,device,Name,Device1,Android
15:46:17:556,331,IMU,-3,gx,gyration,Name,Device1,Android
15:46:17:556,331,IMU,15,gy,gyration,Name,Device1,Android
15:46:17:556,331,IMU,-1,gz,gyration,Name,Device1,Android
15:46:17:578,353,IMU,1256,mx,magnet,Name,Device1,Android
15:46:17:578,353,IMU,-5636,my,magnet,Name,Device1,Android
15:46:17:578,353,IMU,3685,mz,magnet,Name,Device1,Android
15:46:17:601,376,sensor,156,a0,adc,Name,Device1,Android
15:46:17:636,411,IMU,168,ax,acceleration,Name,Device1,Android
15:46:17:636,411,IMU,903,ay,acceleration,Name,Device1,Android
15:46:17:636,411,IMU,-227,az,acceleration,Name,Device1,Android
15:46:17:646,421,IMU,14,gx,gyration,Name,Device1,Android
15:46:17:646,421,IMU,35,gy,gyration,Name,Device1,Android
15:46:17:646,421,IMU,5,gz,gyration,Name,Device1,Android
15:46:17:669,444,IMU,1180,mx,magnet,Name,Device1,Android
15:46:17:669,444,IMU,-5612,my,magnet,Name,Device1,Android
15:46:17:669,444,IMU,3584,mz,magnet,Name,Device1,Android
15:46:17:690,466,sensor,155,a0,adc,Name,Device1,Android
15:46:17:713,488,IMU,185,ax,acceleration,Name,Device1,Android
15:46:17:713,488,IMU,975,ay,acceleration,Name,Device1,Android
15:46:17:713,488,IMU,-171,az,acceleration,Name,Device1,Android
15:46:17:736,511,IMU,5,gx,gyration,Name,Device1,Android
15:46:17:736,511,IMU,41,gy,gyration,Name,Device1,Android
15:46:17:736,511,IMU,15,gz,gyration,Name,Device1,Android
15:46:17:758,533,IMU,1106,mx,magnet,Name,Device1,Android
15:46:17:758,533,IMU,-5541,my,magnet,Name,Device1,Android
15:46:17:758,533,IMU,3578,mz,magnet,Name,Device1,Android
15:46:17:781,556,sensor,111,a0,adc,Name,Device1,Android
15:46:17:806,581,IMU,181,ax,acceleration,Name,Device1,Android
15:46:17:806,581,IMU,980,ay,acceleration,Name,Device1,Android
15:46:17:806,581,IMU,-320,az,acceleration,Name,Device1,Android
15:46:17:826,601,IMU,27,gx,gyration,Name,Device1,Android
15:46:17:826,601,IMU,27,gy,gyration,Name,Device1,Android
15:46:17:826,601,IMU,16,gz,gyration,Name,Device1,Android
15:46:17:848,623,IMU,992,mx,magnet,Name,Device1,Android
15:46:17:848,623,IMU,-5503,my,magnet,Name,Device1,Android
15:46:17:848,623,IMU,3550,mz,magnet,Name,Device1,Android
15:46:17:871,646,sensor,102,a0,adc,Name,Device1,Android
15:46:17:893,668,IMU,343,ax,acceleration,Name,Device1,Android
15:46:17:893,668,IMU,1110,ay,acceleration,Name,Device1,Android
15:46:17:893,668,IMU,-498,az,acceleration,Name,Device1,Android
15:46:17:915,690,IMU,49,gx,gyration,Name,Device1,Android
15:46:17:915,690,IMU,-62,gy,gyration,Name,Device1,Android
15:46:17:915,690,IMU,-3,gz,gyration,Name,Device1,Android
15:46:17:938,713,IMU,991,mx,magnet,Name,Device1,Android
15:46:17:938,713,IMU,-5484,my,magnet,Name,Device1,Android
15:46:17:938,713,IMU,3620,mz,magnet,Name,Device1,Android
15:46:17:961,736,sensor,120,a0,adc,Name,Device1,Android
15:46:17:983,758,IMU,179,ax,acceleration,Name,Device1,Android
15:46:17:983,758,IMU,697,ay,acceleration,Name,Device1,Android
15:46:17:983,758,IMU,-273,az,acceleration,Name,Device1,Android
15:46:18:6,781,IMU,-3,gx,gyration,Name,Device1,Android
15:46:18:6,781,IMU,-342,gy,gyration,Name,Device1,Android
15:46:18:6,781,IMU,-32,gz,gyration,Name,Device1,Android
15:46:18:28,803,IMU,1126,mx,magnet,Name,Device1,Android
15:46:18:28,803,IMU,-5532,my,magnet,Name,Device1,Android
15:46:18:28,803,IMU,4001,mz,magnet,Name,Device1,Android
15:46:18:50,826,sensor,100,a0,adc,Name,Device1,Android
15:46:18:76,851,IMU,545,ax,acceleration,Name,Device1,Android
15:46:18:76,851,IMU,450,ay,acceleration,Name,Device1,Android
15:46:18:76,851,IMU,-206,az,acceleration,Name,Device1,Android
15:46:18:96,871,IMU,-43,gx,gyration,Name,Device1,Android
15:46:18:96,871,IMU,-276,gy,gyration,Name,Device1,Android
15:46:18:96,871,IMU,-7,gz,gyration,Name,Device1,Android
15:46:18:118,893,IMU,1458,mx,magnet,Name,Device1,Android
15:46:18:118,893,IMU,-5644,my,magnet,Name,Device1,Android
15:46:18:118,893,IMU,4322,mz,magnet,Name,Device1,Android
15:46:18:141,916,sensor,40,a0,adc,Name,Device1,Android
15:46:18:163,938,IMU,-123,ax,acceleration,Name,Device1,Android
15:46:18:163,938,IMU,633,ay,acceleration,Name,Device1,Android
15:46:18:163,938,IMU,-508,az,acceleration,Name,Device1,Android
15:46:18:185,960,IMU,-23,gx,gyration,Name,Device1,Android
15:46:18:185,960,IMU,-288,gy,gyration,Name,Device1,Android
15:46:18:185,960,IMU,-21,gz,gyration,Name,Device1,Android
15:46:18:208,983,IMU,1858,mx,magnet,Name,Device1,Android
15:46:18:208,983,IMU,-5742,my,magnet,Name,Device1,Android
15:46:18:208,983,IMU,4449,mz,magnet,Name,Device1,Android
15:46:18:231,1006,sensor,68,a0,adc,Name,Device1,Android
15:46:18:256,1031,IMU,-1014,ax,acceleration,Name,Device1,Android
15:46:18:256,1031,IMU,1276,ay,acceleration,Name,Device1,Android
15:46:18:256,1031,IMU,-984,az,acceleration,Name,Device1,Android
15:46:18:275,1050,IMU,9,gx,gyration,Name,Device1,Android
15:46:18:275,1050,IMU,-81,gy,gyration,Name,Device1,Android
15:46:18:275,1050,IMU,-36,gz,gyration,Name,Device1,Android
15:46:18:299,1074,IMU,2176,mx,magnet,Name,Device1,Android
15:46:18:299,1074,IMU,-5792,my,magnet,Name,Device1,Android
15:46:18:299,1074,IMU,4478,mz,magnet,Name,Device1,Android
15:46:18:321,1096,sensor,184,a0,adc,Name,Device1,Android
15:46:18:343,1119,IMU,-7,ax,acceleration,Name,Device1,Android
15:46:18:343,1119,IMU,1189,ay,acceleration,Name,Device1,Android
15:46:18:343,1119,IMU,-180,az,acceleration,Name,Device1,Android
15:46:18:366,1141,IMU,-77,gx,gyration,Name,Device1,Android
15:46:18:366,1141,IMU,-3,gy,gyration,Name,Device1,Android
15:46:18:366,1141,IMU,11,gz,gyration,Name,Device1,Android
15:46:18:388,1163,IMU,2219,mx,magnet,Name,Device1,Android
15:46:18:388,1163,IMU,-5779,my,magnet,Name,Device1,Android
15:46:18:388,1163,IMU,4437,mz,magnet,Name,Device1,Android
15:46:18:411,1186,sensor,247,a0,adc,Name,Device1,Android
15:46:18:434,1209,IMU,223,ax,acceleration,Name,Device1,Android
15:46:18:434,1209,IMU,1045,ay,acceleration,Name,Device1,Android
15:46:18:434,1209,IMU,185,az,acceleration,Name,Device1,Android
15:46:18:456,1231,IMU,-77,gx,gyration,Name,Device1,Android
15:46:18:456,1231,IMU,-138,gy,gyration,Name,Device1,Android
15:46:18:456,1231,IMU,47,gz,gyration,Name,Device1,Android
15:46:18:478,1253,IMU,2221,mx,magnet,Name,Device1,Android
15:46:18:478,1253,IMU,-5786,my,magnet,Name,Device1,Android
15:46:18:478,1253,IMU,4271,mz,magnet,Name,Device1,Android
15:46:18:501,1276,sensor,412,a0,adc,Name,Device1,Android
15:46:18:523,1298,IMU,-164,ax,acceleration,Name,Device1,Android
15:46:18:523,1298,IMU,1036,ay,acceleration,Name,Device1,Android
15:46:18:523,1298,IMU,262,az,acceleration,Name,Device1,Android
15:46:18:546,1321,IMU,-72,gx,gyration,Name,Device1,Android
15:46:18:546,1321,IMU,-99,gy,gyration,Name,Device1,Android
15:46:18:546,1321,IMU,77,gz,gyration,Name,Device1,Android
15:46:18:568,1343,IMU,2175,mx,magnet,Name,Device1,Android
15:46:18:568,1343,IMU,-5869,my,magnet,Name,Device1,Android
15:46:18:568,1343,IMU,4142,mz,magnet,Name,Device1,Android
15:46:18:591,1366,sensor,248,a0,adc,Name,Device1,Android
15:46:18:614,1389,IMU,-80,ax,acceleration,Name,Device1,Android
15:46:18:614,1389,IMU,956,ay,acceleration,Name,Device1,Android
15:46:18:614,1389,IMU,-16,az,acceleration,Name,Device1,Android
15:46:18:635,1410,IMU,-70,gx,gyration,Name,Device1,Android
15:46:18:635,1410,IMU,-57,gy,gyration,Name,Device1,Android
15:46:18:635,1410,IMU,77,gz,gyration,Name,Device1,Android
15:46:18:658,1433,IMU,2032,mx,magnet,Name,Device1,Android
15:46:18:658,1433,IMU,-5866,my,magnet,Name,Device1,Android
15:46:18:658,1433,IMU,3962,mz,magnet,Name,Device1,Android
15:46:18:681,1456,sensor,139,a0,adc,Name,Device1,Android
15:46:18:707,1482,IMU,-50,ax,acceleration,Name,Device1,Android
15:46:18:707,1482,IMU,966,ay,acceleration,Name,Device1,Android
15:46:18:707,1482,IMU,214,az,acceleration,Name,Device1,Android
15:46:18:726,1501,IMU,-87,gx,gyration,Name,Device1,Android
15:46:18:726,1501,IMU,-95,gy,gyration,Name,Device1,Android
15:46:18:726,1501,IMU,77,gz,gyration,Name,Device1,Android
15:46:18:748,1523,IMU,1869,mx,magnet,Name,Device1,Android
15:46:18:748,1523,IMU,-5814,my,magnet,Name,Device1,Android
15:46:18:748,1523,IMU,3809,mz,magnet,Name,Device1,Android
15:46:18:771,1546,sensor,117,a0,adc,Name,Device1,Android
15:46:18:796,1571,IMU,-94,ax,acceleration,Name,Device1,Android
15:46:18:796,1571,IMU,1001,ay,acceleration,Name,Device1,Android
15:46:18:796,1571,IMU,181,az,acceleration,Name,Device1,Android
15:46:18:816,1591,IMU,-63,gx,gyration,Name,Device1,Android
15:46:18:816,1591,IMU,-92,gy,gyration,Name,Device1,Android
15:46:18:816,1591,IMU,68,gz,gyration,Name,Device1,Android
15:46:18:838,1613,IMU,1754,mx,magnet,Name,Device1,Android
15:46:18:838,1613,IMU,-5817,my,magnet,Name,Device1,Android
15:46:18:838,1613,IMU,3744,mz,magnet,Name,Device1,Android
15:46:18:861,1636,sensor,192,a0,adc,Name,Device1,Android
15:46:18:883,1658,IMU,101,ax,acceleration,Name,Device1,Android
15:46:18:883,1658,IMU,962,ay,acceleration,Name,Device1,Android
15:46:18:883,1658,IMU,93,az,acceleration,Name,Device1,Android
15:46:18:906,1681,IMU,-44,gx,gyration,Name,Device1,Android
15:46:18:906,1681,IMU,-100,gy,gyration,Name,Device1,Android
15:46:18:906,1681,IMU,68,gz,gyration,Name,Device1,Android
15:46:18:928,1703,IMU,1584,mx,magnet,Name,Device1,Android
15:46:18:928,1703,IMU,-5762,my,magnet,Name,Device1,Android
15:46:18:928,1703,IMU,3662,mz,magnet,Name,Device1,Android
15:46:18:951,1726,sensor,187,a0,adc,Name,Device1,Android
15:46:18:973,1748,IMU,-141,ax,acceleration,Name,Device1,Android
15:46:18:973,1748,IMU,921,ay,acceleration,Name,Device1,Android
15:46:18:973,1748,IMU,30,az,acceleration,Name,Device1,Android
15:46:18:996,1771,IMU,-61,gx,gyration,Name,Device1,Android
15:46:18:996,1771,IMU,-131,gy,gyration,Name,Device1,Android
15:46:18:996,1771,IMU,89,gz,gyration,Name,Device1,Android
15:46:19:18,1793,IMU,1423,mx,magnet,Name,Device1,Android
15:46:19:18,1793,IMU,-5675,my,magnet,Name,Device1,Android
15:46:19:18,1793,IMU,3704,mz,magnet,Name,Device1,Android
15:46:19:41,1816,sensor,77,a0,adc,Name,Device1,Android
15:46:19:63,1838,IMU,-190,ax,acceleration,Name,Device1,Android
15:46:19:63,1838,IMU,998,ay,acceleration,Name,Device1,Android
15:46:19:63,1838,IMU,-673,az,acceleration,Name,Device1,Android
15:46:19:86,1861,IMU,37,gx,gyration,Name,Device1,Android
15:46:19:86,1861,IMU,-265,gy,gyration,Name,Device1,Android
15:46:19:86,1861,IMU,85,gz,gyration,Name,Device1,Android
15:46:19:108,1883,IMU,1313,mx,magnet,Name,Device1,Android
15:46:19:108,1883,IMU,-5589,my,magnet,Name,Device1,Android
15:46:19:108,1883,IMU,3832,mz,magnet,Name,Device1,Android
15:46:19:131,1907,sensor,161,a0,adc,Name,Device1,Android
15:46:19:153,1928,IMU,736,ax,acceleration,Name,Device1,Android
15:46:19:153,1928,IMU,1632,ay,acceleration,Name,Device1,Android
15:46:19:153,1928,IMU,224,az,acceleration,Name,Device1,Android
15:46:19:187,1962,IMU,8,gx,gyration,Name,Device1,Android
15:46:19:187,1962,IMU,-226,gy,gyration,Name,Device1,Android
15:46:19:187,1962,IMU,-191,gz,gyration,Name,Device1,Android
15:46:19:210,1985,IMU,1525,mx,magnet,Name,Device1,Android
15:46:19:210,1985,IMU,-5646,my,magnet,Name,Device1,Android
15:46:19:210,1985,IMU,4151,mz,magnet,Name,Device1,Android
15:46:19:232,2007,sensor,755,a0,adc,Name,Device1,Android
15:46:19:235,2010,sensor,62.93851499,v,velocity,Name,Device1,Android
15:46:19:261,2036,IMU,555,ax,acceleration,Name,Device1,Android
15:46:19:261,2036,IMU,974,ay,acceleration,Name,Device1,Android
15:46:19:261,2036,IMU,210,az,acceleration,Name,Device1,Android
15:46:19:276,2051,IMU,-48,gx,gyration,Name,Device1,Android
15:46:19:276,2051,IMU,-25,gy,gyration,Name,Device1,Android
15:46:19:276,2051,IMU,-270,gz,gyration,Name,Device1,Android
15:46:19:300,2075,IMU,2380,mx,magnet,Name,Device1,Android
15:46:19:300,2075,IMU,-6081,my,magnet,Name,Device1,Android
15:46:19:300,2075,IMU,4243,mz,magnet,Name,Device1,Android
15:46:19:322,2097,sensor,399,a0,adc,Name,Device1,Android
15:46:19:324,2099,sensor,44.14984749,v,velocity,Name,Device1,Android
15:46:19:344,2119,IMU,851,ax,acceleration,Name,Device1,Android
15:46:19:344,2119,IMU,462,ay,acceleration,Name,Device1,Android
15:46:19:344,2119,IMU,167,az,acceleration,Name,Device1,Android
15:46:19:367,2142,IMU,78,gx,gyration,Name,Device1,Android
15:46:19:367,2142,IMU,-5,gy,gyration,Name,Device1,Android
15:46:19:367,2142,IMU,-242,gz,gyration,Name,Device1,Android
15:46:19:389,2164,IMU,2928,mx,magnet,Name,Device1,Android
15:46:19:389,2164,IMU,-6139,my,magnet,Name,Device1,Android
15:46:19:389,2164,IMU,4313,mz,magnet,Name,Device1,Android
15:46:19:412,2187,sensor,247,a0,adc,Name,Device1,Android
15:46:19:434,2209,IMU,251,ax,acceleration,Name,Device1,Android
15:46:19:434,2209,IMU,386,ay,acceleration,Name,Device1,Android
15:46:19:434,2209,IMU,82,az,acceleration,Name,Device1,Android
15:46:19:456,2231,IMU,-28,gx,gyration,Name,Device1,Android
15:46:19:456,2231,IMU,22,gy,gyration,Name,Device1,Android
15:46:19:456,2231,IMU,-193,gz,gyration,Name,Device1,Android
15:46:19:478,2253,IMU,3482,mx,magnet,Name,Device1,Android
15:46:19:478,2253,IMU,-6167,my,magnet,Name,Device1,Android
15:46:19:478,2253,IMU,4288,mz,magnet,Name,Device1,Android
15:46:19:502,2277,sensor,192,a0,adc,Name,Device1,Android
15:46:19:531,2306,IMU,-418,ax,acceleration,Name,Device1,Android
15:46:19:531,2306,IMU,1033,ay,acceleration,Name,Device1,Android
15:46:19:531,2306,IMU,-311,az,acceleration,Name,Device1,Android
15:46:19:547,2322,IMU,-41,gx,gyration,Name,Device1,Android
15:46:19:547,2322,IMU,113,gy,gyration,Name,Device1,Android
15:46:19:547,2322,IMU,-151,gz,gyration,Name,Device1,Android
15:46:19:570,2345,IMU,3824,mx,magnet,Name,Device1,Android
15:46:19:570,2345,IMU,-6116,my,magnet,Name,Device1,Android
15:46:19:570,2345,IMU,4236,mz,magnet,Name,Device1,Android
15:46:19:592,2367,sensor,106,a0,adc,Name,Device1,Android
15:46:19:617,2392,IMU,-492,ax,acceleration,Name,Device1,Android
15:46:19:617,2392,IMU,1030,ay,acceleration,Name,Device1,Android
15:46:19:617,2392,IMU,-330,az,acceleration,Name,Device1,Android
15:46:19:637,2412,IMU,95,gx,gyration,Name,Device1,Android
15:46:19:637,2412,IMU,-33,gy,gyration,Name,Device1,Android
15:46:19:637,2412,IMU,-7,gz,gyration,Name,Device1,Android
15:46:19:659,2434,IMU,3944,mx,magnet,Name,Device1,Android
15:46:19:659,2434,IMU,-6045,my,magnet,Name,Device1,Android
15:46:19:659,2434,IMU,4404,mz,magnet,Name,Device1,Android
15:46:19:682,2457,sensor,106,a0,adc,Name,Device1,Android
15:46:19:705,2480,IMU,714,ax,acceleration,Name,Device1,Android
15:46:19:705,2480,IMU,417,ay,acceleration,Name,Device1,Android
15:46:19:705,2480,IMU,-329,az,acceleration,Name,Device1,Android
15:46:19:726,2501,IMU,136,gx,gyration,Name,Device1,Android
15:46:19:726,2501,IMU,37,gy,gyration,Name,Device1,Android
15:46:19:726,2501,IMU,103,gz,gyration,Name,Device1,Android
15:46:19:750,2525,IMU,3908,mx,magnet,Name,Device1,Android
15:46:19:750,2525,IMU,-6072,my,magnet,Name,Device1,Android
15:46:19:750,2525,IMU,4534,mz,magnet,Name,Device1,Android
15:46:19:772,2547,sensor,114,a0,adc,Name,Device1,Android
15:46:19:794,2569,IMU,361,ax,acceleration,Name,Device1,Android
15:46:19:794,2569,IMU,1140,ay,acceleration,Name,Device1,Android
15:46:19:794,2569,IMU,162,az,acceleration,Name,Device1,Android
15:46:19:817,2592,IMU,-97,gx,gyration,Name,Device1,Android
15:46:19:817,2592,IMU,71,gy,gyration,Name,Device1,Android
15:46:19:817,2592,IMU,106,gz,gyration,Name,Device1,Android
15:46:19:839,2614,IMU,3573,mx,magnet,Name,Device1,Android
15:46:19:839,2614,IMU,-6212,my,magnet,Name,Device1,Android
15:46:19:839,2614,IMU,4305,mz,magnet,Name,Device1,Android
15:46:19:862,2637,sensor,207,a0,adc,Name,Device1,Android
15:46:19:885,2660,IMU,65,ax,acceleration,Name,Device1,Android
15:46:19:885,2660,IMU,869,ay,acceleration,Name,Device1,Android
15:46:19:885,2660,IMU,439,az,acceleration,Name,Device1,Android
15:46:19:907,2682,IMU,-77,gx,gyration,Name,Device1,Android
15:46:19:907,2682,IMU,-36,gy,gyration,Name,Device1,Android
15:46:19:907,2682,IMU,98,gz,gyration,Name,Device1,Android
15:46:19:929,2704,IMU,3252,mx,magnet,Name,Device1,Android
15:46:19:929,2704,IMU,-6364,my,magnet,Name,Device1,Android
15:46:19:929,2704,IMU,4146,mz,magnet,Name,Device1,Android
15:46:19:952,2727,sensor,130,a0,adc,Name,Device1,Android
15:46:19:976,2751,IMU,44,ax,acceleration,Name,Device1,Android
15:46:19:976,2751,IMU,952,ay,acceleration,Name,Device1,Android
15:46:19:976,2751,IMU,252,az,acceleration,Name,Device1,Android
15:46:19:997,2772,IMU,-73,gx,gyration,Name,Device1,Android
15:46:19:997,2772,IMU,-90,gy,gyration,Name,Device1,Android
15:46:19:997,2772,IMU,83,gz,gyration,Name,Device1,Android
15:46:20:20,2796,IMU,2996,mx,magnet,Name,Device1,Android
15:46:20:20,2796,IMU,-6430,my,magnet,Name,Device1,Android
15:46:20:20,2796,IMU,3915,mz,magnet,Name,Device1,Android
15:46:20:42,2817,sensor,159,a0,adc,Name,Device1,Android
15:46:20:67,2843,IMU,92,ax,acceleration,Name,Device1,Android
15:46:20:67,2843,IMU,908,ay,acceleration,Name,Device1,Android
15:46:20:67,2843,IMU,309,az,acceleration,Name,Device1,Android
15:46:20:87,2862,IMU,-47,gx,gyration,Name,Device1,Android
15:46:20:87,2862,IMU,-86,gy,gyration,Name,Device1,Android
15:46:20:87,2862,IMU,66,gz,gyration,Name,Device1,Android
15:46:20:110,2885,IMU,2853,mx,magnet,Name,Device1,Android
15:46:20:110,2885,IMU,-6517,my,magnet,Name,Device1,Android
15:46:20:110,2885,IMU,3766,mz,magnet,Name,Device1,Android
15:46:20:132,2907,sensor,91,a0,adc,Name,Device1,Android
15:46:20:153,2928,IMU,129,ax,acceleration,Name,Device1,Android
15:46:20:153,2928,IMU,1015,ay,acceleration,Name,Device1,Android
15:46:20:153,2928,IMU,203,az,acceleration,Name,Device1,Android
15:46:20:177,2952,IMU,-43,gx,gyration,Name,Device1,Android
15:46:20:177,2952,IMU,-126,gy,gyration,Name,Device1,Android
15:46:20:177,2952,IMU,73,gz,gyration,Name,Device1,Android
15:46:20:199,2974,IMU,2612,mx,magnet,Name,Device1,Android
15:46:20:199,2974,IMU,-6511,my,magnet,Name,Device1,Android
15:46:20:199,2974,IMU,3672,mz,magnet,Name,Device1,Android
15:46:20:222,2997,sensor,97,a0,adc,Name,Device1,Android
15:46:20:245,3020,IMU,-16,ax,acceleration,Name,Device1,Android
15:46:20:245,3020,IMU,982,ay,acceleration,Name,Device1,Android
15:46:20:245,3020,IMU,247,az,acceleration,Name,Device1,Android
15:46:20:267,3042,IMU,-5,gx,gyration,Name,Device1,Android
15:46:20:267,3042,IMU,-83,gy,gyration,Name,Device1,Android
15:46:20:267,3042,IMU,65,gz,gyration,Name,Device1,Android
15:46:20:289,3064,IMU,2453,mx,magnet,Name,Device1,Android
15:46:20:289,3064,IMU,-6547,my,magnet,Name,Device1,Android
15:46:20:289,3064,IMU,3598,mz,magnet,Name,Device1,Android
15:46:20:311,3086,sensor,92,a0,adc,Name,Device1,Android
15:46:20:333,3108,IMU,185,ax,acceleration,Name,Device1,Android
15:46:20:333,3108,IMU,942,ay,acceleration,Name,Device1,Android
15:46:20:333,3108,IMU,137,az,acceleration,Name,Device1,Android
15:46:20:357,3132,IMU,13,gx,gyration,Name,Device1,Android
15:46:20:357,3132,IMU,-146,gy,gyration,Name,Device1,Android
15:46:20:357,3132,IMU,47,gz,gyration,Name,Device1,Android
15:46:20:379,3154,IMU,2410,mx,magnet,Name,Device1,Android
15:46:20:379,3154,IMU,-6487,my,magnet,Name,Device1,Android
15:46:20:379,3154,IMU,3624,mz,magnet,Name,Device1,Android
15:46:20:402,3177,sensor,63,a0,adc,Name,Device1,Android
15:46:20:424,3199,IMU,279,ax,acceleration,Name,Device1,Android
15:46:20:424,3199,IMU,1200,ay,acceleration,Name,Device1,Android
15:46:20:424,3199,IMU,-137,az,acceleration,Name,Device1,Android
15:46:20:447,3222,IMU,59,gx,gyration,Name,Device1,Android
15:46:20:447,3222,IMU,-225,gy,gyration,Name,Device1,Android
15:46:20:447,3222,IMU,55,gz,gyration,Name,Device1,Android
15:46:20:470,3245,IMU,2337,mx,magnet,Name,Device1,Android
15:46:20:470,3245,IMU,-6469,my,magnet,Name,Device1,Android
15:46:20:470,3245,IMU,3852,mz,magnet,Name,Device1,Android
15:46:20:492,3267,sensor,229,a0,adc,Name,Device1,Android
15:46:20:515,3290,IMU,1148,ax,acceleration,Name,Device1,Android
15:46:20:515,3290,IMU,937,ay,acceleration,Name,Device1,Android
15:46:20:515,3290,IMU,261,az,acceleration,Name,Device1,Android
15:46:20:537,3312,IMU,72,gx,gyration,Name,Device1,Android
15:46:20:537,3312,IMU,-187,gy,gyration,Name,Device1,Android
15:46:20:537,3312,IMU,-39,gz,gyration,Name,Device1,Android
15:46:20:560,3335,IMU,2544,mx,magnet,Name,Device1,Android
15:46:20:560,3335,IMU,-6458,my,magnet,Name,Device1,Android
15:46:20:560,3335,IMU,4118,mz,magnet,Name,Device1,Android
15:46:20:582,3357,sensor,360,a0,adc,Name,Device1,Android
15:46:20:604,3379,IMU,671,ax,acceleration,Name,Device1,Android
15:46:20:604,3379,IMU,532,ay,acceleration,Name,Device1,Android
15:46:20:604,3379,IMU,110,az,acceleration,Name,Device1,Android
15:46:20:626,3401,IMU,39,gx,gyration,Name,Device1,Android
15:46:20:626,3401,IMU,-142,gy,gyration,Name,Device1,Android
15:46:20:626,3401,IMU,-13,gz,gyration,Name,Device1,Android
15:46:20:649,3424,IMU,2726,mx,magnet,Name,Device1,Android
15:46:20:649,3424,IMU,-6395,my,magnet,Name,Device1,Android
15:46:20:649,3424,IMU,4227,mz,magnet,Name,Device1,Android
15:46:20:672,3447,sensor,303,a0,adc,Name,Device1,Android
15:46:20:695,3470,IMU,547,ax,acceleration,Name,Device1,Android
15:46:20:695,3470,IMU,728,ay,acceleration,Name,Device1,Android
15:46:20:695,3470,IMU,11,az,acceleration,Name,Device1,Android
15:46:20:717,3492,IMU,24,gx,gyration,Name,Device1,Android
15:46:20:717,3492,IMU,-106,gy,gyration,Name,Device1,Android
15:46:20:717,3492,IMU,10,gz,gyration,Name,Device1,Android
15:46:20:739,3514,IMU,2846,mx,magnet,Name,Device1,Android
15:46:20:739,3514,IMU,-6344,my,magnet,Name,Device1,Android
15:46:20:739,3514,IMU,4330,mz,magnet,Name,Device1,Android
15:46:20:762,3537,sensor,287,a0,adc,Name,Device1,Android
15:46:20:785,3560,IMU,494,ax,acceleration,Name,Device1,Android
15:46:20:785,3560,IMU,879,ay,acceleration,Name,Device1,Android
15:46:20:785,3560,IMU,-139,az,acceleration,Name,Device1,Android
15:46:20:807,3582,IMU,20,gx,gyration,Name,Device1,Android
15:46:20:807,3582,IMU,-73,gy,gyration,Name,Device1,Android
15:46:20:807,3582,IMU,9,gz,gyration,Name,Device1,Android
15:46:20:829,3604,IMU,2865,mx,magnet,Name,Device1,Android
15:46:20:829,3604,IMU,-6304,my,magnet,Name,Device1,Android
15:46:20:829,3604,IMU,4339,mz,magnet,Name,Device1,Android
15:46:20:852,3627,sensor,247,a0,adc,Name,Device1,Android
15:46:20:875,3650,IMU,489,ax,acceleration,Name,Device1,Android
15:46:20:875,3650,IMU,794,ay,acceleration,Name,Device1,Android
15:46:20:875,3650,IMU,-219,az,acceleration,Name,Device1,Android
15:46:20:897,3672,IMU,11,gx,gyration,Name,Device1,Android
15:46:20:897,3672,IMU,-76,gy,gyration,Name,Device1,Android
